rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
172	MED12L	mediator complex subunit 12-like	1201309	17	17	17	0	1	9	3	1	3	0	0.000497	0.0130	0.726	0.626	0.884	0.00384	0.411
173	C6orf118	chromosome 6 open reading frame 118	252334	7	7	7	1	2	1	3	1	0	0	0.000601	0.360	0.562	0.801	0.733	0.00385	0.411
174	RNPC3	RNA-binding region (RNP1, RRM) containing 3	82561	4	4	4	0	0	1	3	0	0	0	0.000473	0.273	0.689	0.926	0.988	0.00405	0.426
175	JAKMIP2	janus kinase and microtubule interacting protein 2	459943	8	8	8	1	4	1	0	2	1	0	0.00167	0.298	0.144	0.696	0.281	0.00406	0.426
176	FHIT	fragile histidine triad gene	74867	3	3	3	0	0	0	2	0	1	0	0.00281	0.463	0.214	0.108	0.168	0.00407	0.426
177	ZNF107	zinc finger protein 107	432932	7	7	7	0	0	3	2	2	0	0	0.00306	0.230	0.0867	0.288	0.154	0.00408	0.426
178	C3orf30	chromosome 3 open reading frame 30	286863	4	4	4	0	0	1	0	2	1	0	0.0657	0.390	0.0724	0.0162	0.00725	0.00412	0.426
179	GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	253278	7	6	7	1	2	2	3	0	0	0	0.000992	0.257	0.353	0.751	0.482	0.00413	0.426
180	TIGD7	tigger transposable element derived 7	298947	5	5	4	2	2	1	1	0	1	0	0.0936	0.747	0.145	0.00282	0.00513	0.00415	0.426
181	EPHA3	EPH receptor A3	531428	8	8	6	1	0	3	4	1	0	0	0.00979	0.339	0.0305	0.964	0.0507	0.00427	0.436
182	ZNF678	zinc finger protein 678	303733	6	6	6	0	0	2	2	1	1	0	0.00216	0.242	0.473	0.0867	0.232	0.00431	0.437
183	CHST9	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9	239686	4	4	3	0	0	1	3	0	0	0	0.0337	0.337	0.00665	0.973	0.0151	0.00437	0.442
184	PNLIPRP3	pancreatic lipase-related protein 3	268166	6	6	4	1	0	1	4	0	1	0	0.00175	0.450	0.181	0.280	0.303	0.00453	0.449
185	LRRN1	leucine rich repeat neuronal 1	351518	4	4	4	0	2	1	0	0	1	0	0.0604	0.207	0.0145	0.0612	0.00879	0.00454	0.449
186	ZIC1	Zic family member 1 (odd-paired homolog, Drosophila)	165580	4	4	4	0	1	0	2	1	0	0	0.0182	0.419	0.0263	0.688	0.0293	0.00454	0.449
187	PKHD1L1	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1	2383662	30	26	30	2	2	12	6	5	5	0	0.000730	0.0228	0.569	0.955	0.730	0.00455	0.449
188	SNAI2	snail homolog 2 (Drosophila)	150480	5	5	5	0	1	1	2	0	1	0	0.000545	0.239	0.973	0.928	1.000	0.00464	0.456
189	PXDNL	peroxidasin homolog (Drosophila)-like	743032	12	11	12	0	3	4	3	2	0	0	0.00343	0.0269	0.0960	0.937	0.161	0.00470	0.459
190	MUC15	mucin 15, cell surface associated	201050	6	6	6	0	0	1	3	2	0	0	0.000658	0.200	0.797	0.471	0.844	0.00472	0.459
191	DPH5	DPH5 homolog (S. cerevisiae)	162020	3	3	3	0	0	2	0	0	1	0	0.0238	0.617	0.0131	0.757	0.0240	0.00484	0.468
192	OR2G2	olfactory receptor, family 2, subfamily G, member 2	174914	4	4	4	1	1	1	1	0	1	0	0.0105	0.618	0.0188	0.349	0.0548	0.00487	0.469
193	METTL4	methyltransferase like 4	260357	5	5	4	0	2	2	1	0	0	0	0.00329	0.282	0.0786	0.846	0.177	0.00492	0.471
194	UNC13B	unc-13 homolog B (C. elegans)	891887	6	6	6	1	3	3	0	0	0	0	0.362	0.394	0.000764	0.935	0.00163	0.00499	0.471
195	BNC1	basonuclin 1	529327	9	9	9	0	2	2	2	2	1	0	0.000889	0.123	0.463	0.669	0.666	0.00499	0.471
196	KIAA1324L	KIAA1324-like	543010	8	8	8	0	0	4	1	1	2	0	0.00627	0.159	0.0448	0.943	0.0947	0.00500	0.471
197	OR51A7	olfactory receptor, family 51, subfamily A, member 7	171185	5	5	5	0	1	3	0	0	1	0	0.00105	0.179	0.416	0.602	0.582	0.00513	0.480
198	NEGR1	neuronal growth regulator 1	196089	5	5	5	0	1	1	2	0	1	0	0.00118	0.199	0.370	0.544	0.518	0.00514	0.480
199	HEATR2	HEAT repeat containing 2	361741	2	2	2	0	1	0	0	1	0	0	0.695	0.516	0.0321	0.00347	0.000905	0.00526	0.488
200	ARID1A	AT rich interactive domain 1A (SWI-like)	1039600	15	15	15	1	1	2	0	0	12	0	0.000755	0.239	0.845	0.580	0.839	0.00530	0.488
201	DSG1	desmoglein 1	573724	7	7	7	1	1	4	0	2	0	0	0.0137	0.438	0.0299	0.357	0.0463	0.00531	0.488
202	CPNE8	copine VIII	316677	8	7	8	1	0	3	2	1	2	0	0.00125	0.417	0.328	0.744	0.511	0.00535	0.489
203	ZNF354C	zinc finger protein 354C	300412	6	6	6	0	1	1	2	1	1	0	0.00197	0.210	0.232	0.415	0.329	0.00541	0.491
204	DCN	decorin	202917	6	6	6	0	0	4	1	1	0	0	0.000813	0.183	0.796	0.401	0.799	0.00542	0.491
205	GSDMC	gasdermin C	289601	6	6	6	1	1	2	1	2	0	0	0.00192	0.483	0.346	0.225	0.341	0.00546	0.492
206	OR5D16	olfactory receptor, family 5, subfamily D, member 16	181743	4	4	3	0	0	1	3	0	0	0	0.0133	0.334	0.0184	0.467	0.0501	0.00553	0.496
207	OR8D2	olfactory receptor, family 8, subfamily D, member 2	171613	7	5	7	1	0	1	3	2	1	0	0.000882	0.411	0.360	0.739	0.763	0.00559	0.499
208	NETO1	neuropilin (NRP) and tolloid (TLL)-like 1	289541	7	7	7	1	1	3	2	1	0	0	0.00121	0.401	0.934	0.244	0.574	0.00575	0.508
209	LPA	lipoprotein, Lp(a)	799738	10	10	10	0	2	5	0	0	3	0	0.0111	0.0697	0.0243	0.839	0.0627	0.00577	0.508
210	EN1	engrailed homeobox 1	90174	4	4	4	1	2	0	1	1	0	0	0.00402	0.567	0.0914	0.142	0.174	0.00578	0.508
211	SLC39A12	solute carrier family 39 (zinc transporter), member 12	387273	8	7	8	1	0	2	1	4	1	0	0.00189	0.383	0.680	0.0970	0.372	0.00582	0.509
212	JAKMIP3	janus kinase and microtubule interacting protein 3	447491	9	9	9	0	2	3	0	3	1	0	0.00124	0.0874	0.415	0.493	0.576	0.00588	0.510
213	RRBP1	ribosome binding protein 1 homolog 180kDa (dog)	522261	7	7	7	1	0	2	0	1	4	0	0.0228	0.383	0.220	0.0128	0.0314	0.00590	0.510
214	MYOC	myocilin, trabecular meshwork inducible glucocorticoid response	281590	3	3	3	0	1	1	0	0	1	0	0.166	0.321	0.160	0.000714	0.00433	0.00591	0.510
215	OR5W2	olfactory receptor, family 5, subfamily W, member 2	148815	4	4	4	1	0	1	3	0	0	0	0.00404	0.612	0.101	0.943	0.183	0.00608	0.522
216	RHOA	ras homolog gene family, member A	108220	3	3	3	0	0	0	2	1	0	0	0.00927	0.515	0.0743	0.143	0.0812	0.00617	0.527
217	LRRC7	leucine rich repeat containing 7	832555	10	10	10	1	0	5	0	3	2	0	0.00868	0.351	0.207	0.0567	0.0880	0.00624	0.530
218	RPL10L	ribosomal protein L10-like	120019	5	5	5	0	0	0	3	2	0	0	0.000765	0.351	0.567	0.489	1.000	0.00625	0.530
219	OR5AS1	olfactory receptor, family 5, subfamily AS, member 1	177121	5	5	5	0	0	1	3	1	0	0	0.000777	0.258	0.675	0.657	1.000	0.00634	0.535
220	REG3G	regenerating islet-derived 3 gamma	101266	5	4	5	0	0	2	0	3	0	0	0.00108	0.306	0.843	0.272	0.736	0.00645	0.541
221	KCNJ8	potassium inwardly-rectifying channel, subfamily J, member 8	220605	6	6	6	0	0	3	0	2	1	0	0.000830	0.165	0.944	0.471	1.000	0.00672	0.557
222	OR6C68	olfactory receptor, family 6, subfamily C, member 68	176035	4	4	4	0	1	3	0	0	0	0	0.00341	0.307	0.257	0.224	0.244	0.00673	0.557
223	IFI27L2	interferon, alpha-inducible protein 27-like 2	75522	2	2	1	0	0	1	0	1	0	0	0.0690	0.593	0.0112	0.151	0.0121	0.00675	0.557
224	EPHA7	EPH receptor A7	532389	7	7	7	0	2	2	3	0	0	0	0.0136	0.128	0.0812	0.0521	0.0612	0.00675	0.557
225	KDM6A	lysine (K)-specific demethylase 6A	716158	8	8	8	0	1	1	0	3	3	0	0.0101	0.230	0.0794	0.107	0.0841	0.00683	0.559
226	LCE2C	late cornified envelope 2C	62345	3	3	3	0	1	1	0	1	0	0	0.00443	0.511	0.121	0.560	0.194	0.00692	0.559
227	UTY	ubiquitously transcribed tetratricopeptide repeat gene, Y-linked	378667	6	6	6	0	0	1	1	2	2	0	0.00241	0.425	0.212	0.816	0.357	0.00693	0.559
228	VPS37C	vacuolar protein sorting 37 homolog C (S. cerevisiae)	185802	3	3	3	1	1	0	1	0	1	0	0.0450	0.747	0.0182	0.0746	0.0192	0.00695	0.559
229	SLC17A6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	322027	9	8	9	2	0	5	2	1	1	0	0.00152	0.597	0.658	0.261	0.567	0.00695	0.559
230	RNF169	ring finger protein 169	317846	6	6	6	0	2	1	1	0	2	0	0.00572	0.174	0.180	0.135	0.151	0.00697	0.559
231	PRRG2	proline rich Gla (G-carboxyglutamic acid) 2	105625	3	3	3	1	0	2	0	1	0	0	0.0236	0.693	0.946	0.0101	0.0368	0.00699	0.559
232	LRRN3	leucine rich repeat neuronal 3	377390	7	7	7	1	0	2	1	3	1	0	0.00116	0.427	0.885	0.414	0.760	0.00706	0.562
233	MAGEB4	melanoma antigen family B, 4	168877	3	3	3	1	0	1	2	0	0	0	0.0398	0.712	0.00874	0.351	0.0224	0.00715	0.562
234	OLFML2B	olfactomedin-like 2B	394700	5	5	5	1	2	1	1	1	0	0	0.0570	0.465	0.0156	0.160	0.0158	0.00721	0.562
235	OPN5	opsin 5	201459	2	2	2	1	1	0	0	1	0	0	0.179	0.852	0.0440	0.00371	0.00505	0.00723	0.562
236	WDR7	WD repeat domain 7	804148	8	7	8	1	1	4	1	1	1	0	0.164	0.341	0.0141	0.0469	0.00560	0.00733	0.562
237	OLFM1	olfactomedin 1	251530	7	7	7	0	4	2	0	1	0	0	0.00104	0.0832	0.941	0.519	0.886	0.00734	0.562
238	OR51F1	olfactory receptor, family 51, subfamily F, member 1	161791	3	3	2	0	0	0	3	0	0	0	0.0405	0.429	0.00669	0.689	0.0227	0.00734	0.562
239	OR5M9	olfactory receptor, family 5, subfamily M, member 9	154310	4	4	4	1	1	1	2	0	0	0	0.00217	0.547	0.288	1.000	0.423	0.00735	0.562
240	TSC1	tuberous sclerosis 1	639881	10	10	10	0	1	3	2	2	2	0	0.00758	0.0794	0.225	0.0763	0.122	0.00738	0.562
241	FLG	filaggrin	2209299	36	32	35	5	4	14	11	4	3	0	0.0167	0.0438	0.0357	0.332	0.0553	0.00739	0.562
242	XIRP2	xin actin-binding repeat containing 2	2043754	30	27	30	4	1	13	6	6	4	0	0.00176	0.151	0.426	0.710	0.526	0.00740	0.562
243	OR5H1	olfactory receptor, family 5, subfamily H, member 1	173766	4	4	4	0	0	0	1	2	1	0	0.00741	0.389	0.0891	0.210	0.125	0.00741	0.562
244	SLC27A6	solute carrier family 27 (fatty acid transporter), member 6	344054	6	6	6	0	0	5	0	0	1	0	0.00631	0.207	0.307	0.0717	0.147	0.00742	0.562
245	POMZP3	POM (POM121 homolog, rat) and ZP3 fusion	105538	3	3	3	0	0	0	1	0	2	0	0.00748	0.479	NaN	NaN	NaN	0.00748	0.564
246	SLC35E3	solute carrier family 35, member E3	177503	2	2	2	0	0	1	1	0	0	0	0.238	0.538	0.0919	0.00308	0.00404	0.00765	0.574
247	GPR26	G protein-coupled receptor 26	107507	5	5	5	1	3	0	1	1	0	0	0.000972	0.454	0.645	0.823	1.000	0.00772	0.577
248	CLCN1	chloride channel 1, skeletal muscle (Thomsen disease, autosomal dominant)	540908	4	4	4	0	1	2	0	0	1	0	0.354	0.237	0.00762	0.00674	0.00277	0.00777	0.578
249	INHBA	inhibin, beta A	234004	6	6	6	0	2	1	1	0	2	0	0.00172	0.156	0.354	0.976	0.572	0.00779	0.578
250	LPHN3	latrophilin 3	750182	9	9	8	0	0	6	2	0	1	0	0.0372	0.0822	0.0385	0.0901	0.0268	0.00788	0.580
251	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit	489300	6	6	5	0	0	3	0	0	3	0	0.0168	0.249	0.449	0.0149	0.0593	0.00788	0.580
252	TNIP1	TNFAIP3 interacting protein 1	338624	3	3	3	2	0	1	0	2	0	0	0.728	0.908	0.000153	0.958	0.00139	0.00801	0.587
253	ACTN2	actinin, alpha 2	501625	8	8	8	1	4	3	0	0	1	0	0.0137	0.153	0.0523	0.851	0.0749	0.00810	0.591
254	OR2M7	olfactory receptor, family 2, subfamily M, member 7	174268	3	3	3	1	0	1	0	1	0	1	0.0117	0.868	0.0461	0.277	0.0904	0.00830	0.598
255	FANK1	fibronectin type III and ankyrin repeat domains 1	199361	3	3	3	0	0	1	0	0	2	0	0.0698	0.493	0.00746	0.517	0.0151	0.00830	0.598
256	IDE	insulin-degrading enzyme	569656	4	4	4	2	0	3	0	1	0	0	0.759	0.898	0.000906	0.854	0.00140	0.00833	0.598
257	PANK3	pantothenate kinase 3	191694	4	4	4	0	0	2	1	0	1	0	0.00749	0.345	0.117	0.782	0.142	0.00834	0.598
258	HTR1E	5-hydroxytryptamine (serotonin) receptor 1E	195120	5	5	5	1	3	2	0	0	0	0	0.00217	0.314	0.318	0.915	0.494	0.00839	0.598
259	PPP2R5B	protein phosphatase 2, regulatory subunit B', beta isoform	276862	4	4	4	1	0	2	1	0	1	0	0.0889	0.581	0.0123	0.0700	0.0121	0.00842	0.598
260	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	868486	13	13	12	1	9	2	1	0	1	0	0.0145	0.0508	0.0567	0.266	0.0741	0.00843	0.598
261	AMDHD1	amidohydrolase domain containing 1	212720	3	3	3	0	1	1	0	1	0	0	0.0826	0.425	0.00496	0.559	0.0131	0.00845	0.598
262	GGNBP2	gametogenetin binding protein 2	385472	7	5	7	0	2	2	1	0	2	0	0.0394	0.179	0.0132	0.844	0.0276	0.00850	0.599
263	KIR2DL3	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3	159482	5	4	5	0	1	2	0	0	2	0	0.00929	0.223	0.0718	0.826	0.121	0.00876	0.615
264	HCRTR2	hypocretin (orexin) receptor 2	246303	6	6	6	1	3	2	0	0	1	0	0.00177	0.330	0.406	0.718	0.641	0.00881	0.615
265	ELMO1	engulfment and cell motility 1	413247	6	6	6	4	1	2	2	0	1	0	0.781	0.897	0.00117	0.697	0.00145	0.00883	0.615
266	OR6Y1	olfactory receptor, family 6, subfamily Y, member 1	172540	4	4	4	0	0	1	1	2	0	0	0.00335	0.369	0.397	0.354	0.340	0.00887	0.615
267	SLC17A4	solute carrier family 17 (sodium phosphate), member 4	281983	6	6	6	0	2	2	0	1	1	0	0.00173	0.122	0.483	0.499	0.661	0.00890	0.615
268	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	731921	8	8	8	0	1	3	1	3	0	0	0.0612	0.128	0.0339	0.0736	0.0188	0.00892	0.615
269	TRPC3	transient receptor potential cation channel, subfamily C, member 3	460857	4	3	3	2	3	0	1	0	0	0	0.941	0.797	0.000981	0.247	0.00123	0.00897	0.616
270	ZNF528	zinc finger protein 528	338828	5	5	5	1	0	2	1	0	2	0	0.0192	0.619	0.319	0.0140	0.0607	0.00905	0.619
271	PAXIP1	PAX interacting (with transcription-activation domain) protein 1	575438	10	10	7	2	0	1	2	4	3	0	0.00630	0.778	0.0803	0.776	0.187	0.00910	0.620
272	MFN2	mitofusin 2	427011	8	8	8	0	1	3	0	4	0	0	0.00178	0.112	0.477	0.773	0.675	0.00928	0.630
273	ARSJ	arylsulfatase family, member J	318642	4	4	4	1	0	1	2	1	0	0	0.0418	0.669	0.0136	0.949	0.0289	0.00932	0.630
274	SMOC1	SPARC related modular calcium binding 1	224515	3	3	3	1	1	2	0	0	0	0	0.150	0.669	0.0145	0.0140	0.00814	0.00944	0.634
275	ZNF385D	zinc finger protein 385D	224211	5	5	5	1	1	1	1	0	2	0	0.00975	0.527	0.128	0.160	0.126	0.00948	0.634
276	CCDC85A	coiled-coil domain containing 85A	259428	6	6	6	0	1	1	2	1	1	0	0.00218	0.181	0.341	0.664	0.566	0.00948	0.634
277	FBXO15	F-box protein 15	254765	6	6	6	0	1	1	0	2	2	0	0.00291	0.344	0.745	0.117	0.426	0.00954	0.635
278	HDAC9	histone deacetylase 9	621710	11	11	11	2	1	5	2	0	3	0	0.00698	0.308	0.0772	0.789	0.178	0.00957	0.635
279	CPXM2	carboxypeptidase X (M14 family), member 2	370285	8	8	8	0	2	3	0	0	3	0	0.00125	0.0881	0.941	0.870	1.000	0.00961	0.636
280	ARMC4	armadillo repeat containing 4	570700	8	8	8	1	3	2	2	0	1	0	0.00836	0.368	0.233	0.0509	0.151	0.00972	0.636
281	KDM4A	lysine (K)-specific demethylase 4A	579986	5	5	5	1	1	4	0	0	0	0	0.229	0.515	0.00303	0.983	0.00553	0.00972	0.636
282	OR13C5	olfactory receptor, family 13, subfamily C, member 5	175276	4	4	3	0	0	1	2	0	1	0	0.00591	0.421	0.0980	0.996	0.216	0.00979	0.636
283	PRSS22	protease, serine, 22	128770	4	4	4	0	1	0	0	1	2	0	0.00395	0.359	0.972	0.116	0.324	0.00980	0.636
284	PGRMC2	progesterone receptor membrane component 2	80667	2	2	2	0	0	0	0	0	2	0	0.101	0.843	0.114	0.0191	0.0127	0.00982	0.636
285	VCP	valosin-containing protein	440560	9	8	8	1	0	3	3	0	3	0	0.00399	0.353	0.214	0.795	0.322	0.00982	0.636
286	ITGA8	integrin, alpha 8	581956	10	10	10	1	6	2	0	0	2	0	0.00129	0.0926	0.610	0.600	1.000	0.00984	0.636
287	LRRTM1	leucine rich repeat transmembrane neuronal 1	269270	3	3	3	4	1	1	0	1	0	0	1.000	0.948	0.0536	0.00533	0.00129	0.00990	0.637
288	MPPED2	metallophosphoesterase domain containing 2	181044	5	5	5	0	1	3	1	0	0	0	0.00428	0.187	0.298	0.225	0.305	0.00997	0.637
289	TUBA8	tubulin, alpha 8	250912	5	5	5	0	1	2	2	0	0	0	0.0151	0.217	0.0676	0.388	0.0867	0.00998	0.637
290	ABHD14B	abhydrolase domain containing 14B	103080	2	2	2	0	0	0	0	1	1	0	0.0554	0.798	0.407	0.0113	0.0238	0.0101	0.637
291	FOLR3	folate receptor 3 (gamma)	138705	4	4	4	0	2	0	2	0	0	0	0.00190	0.398	0.430	0.912	0.700	0.0101	0.637
292	CFHR2	complement factor H-related 2	144945	3	3	3	0	1	2	0	0	0	0	0.0159	0.538	0.139	0.0838	0.0839	0.0102	0.637
293	CASP1	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	225546	5	5	5	0	0	2	2	0	1	0	0.00406	0.259	0.736	0.0934	0.331	0.0102	0.637
294	OR2J3	olfactory receptor, family 2, subfamily J, member 3	171319	4	4	4	0	1	1	1	1	0	0	0.00375	0.306	0.306	0.266	0.358	0.0102	0.637
295	FNIP1	folliculin interacting protein 1	608540	5	5	5	0	0	1	2	1	1	0	0.117	0.293	0.0183	0.0523	0.0115	0.0103	0.637
296	KCNN2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	306903	6	6	6	0	1	3	1	1	0	0	0.00415	0.159	0.470	0.149	0.325	0.0103	0.637
297	ZNF562	zinc finger protein 562	240533	5	5	5	1	0	2	2	1	0	0	0.00215	0.638	0.454	0.652	0.631	0.0103	0.637
298	SRP54	signal recognition particle 54kDa	288227	5	5	5	0	0	1	3	1	0	0	0.00419	0.291	0.453	0.200	0.324	0.0103	0.637
299	MAGEE2	melanoma antigen family E, 2	254759	7	6	7	0	0	2	4	1	0	0	0.00197	0.159	0.458	0.523	0.688	0.0103	0.637
300	KDM1B	lysine (K)-specific demethylase 1B	335095	6	6	6	0	1	4	0	0	1	0	0.0114	0.243	0.299	0.0606	0.119	0.0103	0.637
301	KPNB1	karyopherin (importin) beta 1	485949	6	6	3	0	0	5	1	0	0	0	0.0260	0.197	0.0519	1.000	0.0528	0.0104	0.638
302	ZNF521	zinc finger protein 521	698309	14	13	14	2	2	6	5	1	0	0	0.00185	0.209	0.592	0.412	0.746	0.0105	0.638
303	ZFYVE9	zinc finger, FYVE domain containing 9	776417	4	4	4	1	0	0	2	0	2	0	0.403	0.698	0.00365	0.0736	0.00342	0.0105	0.638
304	CDK12	cyclin-dependent kinase 12	790773	5	5	5	0	1	2	0	1	1	0	0.592	0.347	0.00458	0.0272	0.00234	0.0105	0.638
305	CERK	ceramide kinase	275350	4	4	4	1	1	2	0	0	1	0	0.0876	0.536	0.0838	0.0355	0.0159	0.0105	0.638
306	OR4C3	olfactory receptor, family 4, subfamily C, member 3	183489	3	3	2	2	0	0	2	0	1	0	0.130	0.915	0.00189	0.975	0.0108	0.0106	0.638
307	FUT9	fucosyltransferase 9 (alpha (1,3) fucosyltransferase)	190044	4	4	4	0	2	1	0	1	0	0	0.00497	0.370	0.175	0.934	0.282	0.0106	0.638
308	SORCS1	sortilin-related VPS10 domain containing receptor 1	627742	9	9	9	1	4	2	0	3	0	0	0.0120	0.210	0.0633	0.872	0.118	0.0107	0.639
309	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase, type II, beta	238717	5	5	5	0	2	1	2	0	0	0	0.0123	0.234	0.0834	0.175	0.116	0.0108	0.644
310	LRRC4B	leucine rich repeat containing 4B	274067	8	8	7	0	5	1	1	1	0	0	0.00145	0.0455	0.856	0.656	1.000	0.0109	0.649
311	PRDM14	PR domain containing 14	320736	3	3	3	1	0	3	0	0	0	0	0.294	0.704	0.00527	0.722	0.00504	0.0112	0.662
312	TAS2R50	taste receptor, type 2, member 50	165172	2	2	2	1	1	1	0	0	0	0	0.0562	0.756	0.190	0.0306	0.0268	0.0113	0.668
313	CCDC39	coiled-coil domain containing 39	534369	6	6	6	0	1	1	2	1	1	0	0.0294	0.228	0.436	0.0142	0.0516	0.0114	0.668
314	PKD2	polycystic kidney disease 2 (autosomal dominant)	441154	7	7	4	1	0	1	0	1	5	0	0.00583	0.763	0.184	0.452	0.260	0.0114	0.668
315	MS4A10	membrane-spanning 4-domains, subfamily A, member 10	146586	4	4	4	1	2	1	0	0	1	0	0.00261	0.377	0.557	0.204	0.590	0.0115	0.674
316	BBS12	Bardet-Biedl syndrome 12	362941	3	3	3	0	2	0	1	0	0	0	0.123	0.330	0.0828	0.0635	0.0126	0.0116	0.674
317	VAV1	vav 1 guanine nucleotide exchange factor	481450	8	8	8	0	2	3	1	0	2	0	0.00473	0.0872	0.289	0.396	0.328	0.0116	0.674
318	USP14	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)	273355	5	5	5	1	1	1	2	0	1	0	0.00388	0.578	0.581	0.0625	0.401	0.0116	0.674
319	OR6K6	olfactory receptor, family 6, subfamily K, member 6	180196	5	5	5	1	0	3	1	0	1	0	0.00207	0.549	0.720	0.571	0.754	0.0117	0.674
320	SLC30A2	solute carrier family 30 (zinc transporter), member 2	211092	3	3	3	1	1	1	0	1	0	0	0.0972	0.658	0.00762	0.778	0.0161	0.0117	0.674
321	KLF17	Kruppel-like factor 17	214045	2	2	1	1	2	0	0	0	0	0	0.352	0.734	0.0394	0.0133	0.00450	0.0118	0.678
322	CAPN6	calpain 6	345302	6	6	6	0	0	1	2	2	1	0	0.00640	0.228	0.202	0.217	0.250	0.0119	0.679
323	ZNF582	zinc finger protein 582	289694	7	7	7	2	0	3	3	1	0	0	0.00906	0.705	0.104	0.821	0.177	0.0119	0.679
324	CCT5	chaperonin containing TCP1, subunit 5 (epsilon)	299780	6	6	5	1	0	3	3	0	0	0	0.00424	0.437	0.477	0.170	0.380	0.0120	0.679
325	KCNK13	potassium channel, subfamily K, member 13	191311	7	6	7	0	1	3	0	1	2	0	0.00294	0.118	0.455	0.435	0.548	0.0120	0.679
326	DOCK2	dedicator of cytokinesis 2	1020809	19	17	19	3	3	5	4	3	4	0	0.00296	0.243	0.404	0.850	0.546	0.0120	0.679
327	ARHGAP28	Rho GTPase activating protein 28	343633	8	8	7	2	0	1	6	0	1	0	0.00709	0.529	0.295	0.124	0.228	0.0120	0.679
328	NKD2	naked cuticle homolog 2 (Drosophila)	185625	5	4	3	2	0	0	0	3	2	0	0.0603	0.930	0.0259	0.0766	0.0269	0.0121	0.679
329	RFX6	regulatory factor X, 6	509114	8	8	7	0	0	5	2	1	0	0	0.00728	0.133	0.254	0.104	0.224	0.0121	0.679
330	HIST1H2AK	histone cluster 1, H2ak	73272	2	2	2	0	0	0	0	1	1	0	0.0241	0.804	0.661	0.0244	0.0680	0.0122	0.679
331	CPT1B	carnitine palmitoyltransferase 1B (muscle)	429539	6	5	5	1	3	2	0	0	1	0	0.126	0.309	0.231	0.00209	0.0131	0.0122	0.679
332	ACSS3	acyl-CoA synthetase short-chain family member 3	352914	9	9	9	2	1	4	2	1	1	0	0.00165	0.490	0.942	0.983	1.000	0.0122	0.681
333	OR2M4	olfactory receptor, family 2, subfamily M, member 4	172280	4	4	4	0	1	1	2	0	0	0	0.00704	0.305	0.116	0.923	0.236	0.0123	0.681
334	TRIM61	tripartite motif-containing 61	94466	2	2	2	0	0	0	1	0	1	0	0.0289	0.581	0.116	0.0460	0.0582	0.0124	0.685
335	OR5AU1	olfactory receptor, family 5, subfamily AU, member 1	198224	2	2	2	1	0	2	0	0	0	0	0.110	0.716	0.150	0.0177	0.0153	0.0124	0.685
336	GRM3	glutamate receptor, metabotropic 3	461180	9	9	9	2	3	3	1	1	1	0	0.00980	0.394	0.277	0.0801	0.172	0.0125	0.685
337	OR51M1	olfactory receptor, family 51, subfamily M, member 1	180315	4	4	4	0	1	0	2	1	0	0	0.00459	0.402	0.208	0.841	0.374	0.0127	0.694
338	SNX9	sorting nexin 9	335652	2	2	2	0	0	2	0	0	0	0	0.502	0.595	0.613	0.00148	0.00347	0.0128	0.700
339	SPHAR	S-phase response (cyclin related)	35937	1	1	1	0	0	0	0	1	0	0	0.0129	0.885	NaN	NaN	NaN	0.0129	0.705
340	TMEM155	transmembrane protein 155	73917	3	3	3	0	1	1	0	0	1	0	0.00179	0.485	0.663	0.668	1.000	0.0131	0.711
341	HIST1H3B	histone cluster 1, H3b	76591	3	3	3	1	0	0	0	2	1	0	0.00398	0.723	0.775	0.139	0.452	0.0132	0.714
342	ADRA1A	adrenergic, alpha-1A-, receptor	275498	7	7	7	2	2	2	2	1	0	0	0.00335	0.453	0.396	0.976	0.542	0.0133	0.717
343	MKRN3	makorin, ring finger protein, 3	281633	6	6	6	0	0	1	4	0	1	0	0.00538	0.168	0.557	0.199	0.341	0.0134	0.720
344	CTNNA1	catenin (cadherin-associated protein), alpha 1, 102kDa	484547	7	7	7	0	0	2	1	2	2	0	0.0173	0.161	0.489	0.0196	0.106	0.0134	0.721
345	GABRG1	gamma-aminobutyric acid (GABA) A receptor, gamma 1	249592	5	5	5	0	1	2	2	0	0	0	0.00286	0.237	0.776	0.225	0.645	0.0135	0.721
346	POM121L12	POM121 transmembrane nucleoporin-like 12	135359	3	3	3	0	3	0	0	0	0	0	0.0563	0.243	0.0129	0.859	0.0334	0.0137	0.730
347	CD207	CD207 molecule, langerin	185248	3	3	3	1	1	0	0	0	2	0	0.0281	0.694	0.0358	0.296	0.0672	0.0137	0.731
